,Epoch,Class,Accuracy,F1-Score,Precision,Recall,AUC-ROC,Hamming Loss,TP,TN,FP,FN
74,1,u wave abnormal,0.9921875,0,0,0.0,0.9586614173228346,0.0078125,0.0,254.0,0.0,2.0
75,1,ventricular escape beat,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
76,1,ventricular escape rhythm,0.99609375,0,0,0.0,1.0,0.00390625,0.0,255.0,0.0,1.0
77,1,ventricular fibrillation,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
78,1,ventricular flutter,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
79,1,wolff parkinson white pattern,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
80,2,1st degree av block,0.98046875,0,0,0.0,0.5792828685258964,0.01953125,0.0,251.0,0.0,5.0
81,2,2nd degree av block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
82,2,accelerated atrial escape rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
83,2,accelerated idioventricular rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
84,2,accelerated junctional rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
85,2,acute myocardial infarction,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
86,2,anterior myocardial infarction,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
87,2,atrial escape beat,0.99609375,0,0,0.0,0.6666666666666667,0.00390625,0.0,255.0,0.0,1.0
88,2,atrial flutter,0.79296875,0,0,0.0,0.3630448926480156,0.20703125,0.0,203.0,0.0,53.0
89,2,atrial rhythm,0.99609375,0,0,0.0,0.9764705882352941,0.00390625,0.0,255.0,0.0,1.0
90,2,atrial tachycardia,0.99609375,0,0,0.0,0.6745098039215687,0.00390625,0.0,255.0,0.0,1.0
91,2,atrioventricular dissociation,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
92,2,atrioventricular junctional rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
93,2,atrioventricular reentrant tachycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
94,2,av block,0.99609375,0,0,0.0,0.996078431372549,0.00390625,0.0,255.0,0.0,1.0
95,2,blocked premature atrial contraction,0.9921875,0,0,0.0,0.5137795275590551,0.0078125,0.0,254.0,0.0,2.0
96,2,bradycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
97,2,brugada,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
98,2,bundle branch block,0.984375,0,0,0.0,0.41567460317460314,0.015625,0.0,252.0,0.0,4.0
99,2,clockwise or counterclockwise vectorcardiographic loop,0.96875,0,0,0.0,0.47026209677419356,0.03125,0.0,248.0,0.0,8.0
100,2,complete heart block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
101,2,complete left bundle branch block,0.9921875,0,0,0.0,0.11220472440944879,0.0078125,0.0,254.0,0.0,2.0
102,2,complete right bundle branch block,0.9609375,0,0,0.0,0.675609756097561,0.0390625,0.0,246.0,0.0,10.0
103,2,decreased qt interval,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
104,2,early repolarization,0.98828125,0,0,0.0,0.37417654808959155,0.01171875,0.0,253.0,0.0,3.0
105,2,fusion beats,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
106,2,incomplete left bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
107,2,incomplete right bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
108,2,junctional escape,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
109,2,junctional premature complex,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
110,2,junctional tachycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
111,2,left anterior fascicular block,0.98046875,0,0,0.0,0.750597609561753,0.01953125,0.0,251.0,0.0,5.0
112,2,left atrial enlargement,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
113,2,left atrial hypertrophy,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
114,2,left axis deviation,0.9609375,0,0,0.0,0.45894308943089435,0.0390625,0.0,246.0,0.0,10.0
115,2,left bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
116,2,left posterior fascicular block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
117,2,left ventricular high voltage,0.87890625,0,0,0.0,0.16931899641577064,0.12109375,0.0,225.0,0.0,31.0
118,2,left ventricular hypertrophy,0.98046875,0,0,0.0,0.3537848605577689,0.01953125,0.0,251.0,0.0,5.0
119,2,low qrs voltages,0.98046875,0,0,0.0,0.7569721115537849,0.01953125,0.0,251.0,0.0,5.0
120,2,mobitz type II atrioventricular block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
121,2,mobitz type i wenckebach atrioventricular block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
122,2,myocardial infarction,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
123,2,nonspecific intraventricular conduction disorder,0.9921875,0,0,0.0,0.4251968503937008,0.0078125,0.0,254.0,0.0,2.0
124,2,p wave change,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
125,2,pacing rhythm,0.96875,0,0,0.0,0.2242943548387097,0.03125,0.0,248.0,0.0,8.0
126,2,paroxysmal ventricular tachycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
127,2,poor R wave Progression,0.98046875,0,0,0.0,0.5179282868525896,0.01953125,0.0,251.0,0.0,5.0
128,2,premature atrial contraction,0.96875,0,0,0.0,0.6567540322580645,0.03125,0.0,248.0,0.0,8.0
129,2,premature ventricular contractions,0.9765625,0,0,0.0,0.2626666666666666,0.0234375,0.0,250.0,0.0,6.0
130,2,prolonged P wave,0.99609375,0,0,0.0,0.2784313725490196,0.00390625,0.0,255.0,0.0,1.0
131,2,prolonged pr interval,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
132,2,prolonged qt interval,0.98828125,0,0,0.0,0.8524374176548088,0.01171875,0.0,253.0,0.0,3.0
133,2,qwave abnormal,0.95703125,0,0,0.0,0.5246753246753246,0.04296875,0.0,245.0,0.0,11.0
134,2,right atrial  high voltage,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
135,2,right atrial hypertrophy,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
136,2,right axis deviation,0.98828125,0,0,0.0,0.26613965744400525,0.01171875,0.0,253.0,0.0,3.0
137,2,right bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
138,2,right ventricular hypertrophy,0.9921875,0,0,0.0,0.37598425196850394,0.0078125,0.0,254.0,0.0,2.0
139,2,s t changes,0.89453125,0,0,0.0,0.378618793465955,0.10546875,0.0,229.0,0.0,27.0
140,2,shortened pr interval,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
141,2,sinoatrial block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
142,2,sinus arrest,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
143,2,sinus arrhythmia,0.9375,0,0,0.0,0.5078125,0.0625,0.0,240.0,0.0,16.0
144,2,sinus bradycardia,0.60546875,0,0,0.0,0.5241775790482274,0.39453125,0.0,155.0,0.0,101.0
145,2,sinus rhythm,0.80859375,0,0,0.0,0.5884846692300107,0.19140625,0.0,207.0,0.0,49.0
146,2,sinus tachycardia,0.85546875,0,0,0.0,0.5402937183759101,0.14453125,0.0,219.0,0.0,37.0
147,2,st depression,0.94921875,0,0,0.0,0.31718898385565053,0.05078125,0.0,243.0,0.0,13.0
148,2,st interval abnormal,0.98046875,0,0,0.0,0.503585657370518,0.01953125,0.0,251.0,0.0,5.0
149,2,supraventricular premature beats,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
150,2,supraventricular tachycardia,0.99609375,0,0,0.0,0.5137254901960784,0.00390625,0.0,255.0,0.0,1.0
151,2,t wave abnormal,0.84375,0,0,0.0,0.5131944444444445,0.15625,0.0,216.0,0.0,40.0
152,2,t wave inversion,0.88671875,0,0,0.0,0.4429591371715023,0.11328125,0.0,227.0,0.0,29.0
153,2,tall p wave,0.99609375,0,0,0.0,0.9215686274509804,0.00390625,0.0,255.0,0.0,1.0
154,2,u wave abnormal,0.9921875,0,0,0.0,0.4704724409448819,0.0078125,0.0,254.0,0.0,2.0
155,2,ventricular escape beat,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
156,2,ventricular escape rhythm,0.99609375,0,0,0.0,1.0,0.00390625,0.0,255.0,0.0,1.0
157,2,ventricular fibrillation,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
158,2,ventricular flutter,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
159,2,wolff parkinson white pattern,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
160,3,1st degree av block,0.98046875,0,0,0.0,0.5601593625498008,0.01953125,0.0,251.0,0.0,5.0
161,3,2nd degree av block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
162,3,accelerated atrial escape rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
163,3,accelerated idioventricular rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
164,3,accelerated junctional rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
165,3,acute myocardial infarction,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
166,3,anterior myocardial infarction,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
167,3,atrial escape beat,0.99609375,0,0,0.0,0.5176470588235293,0.00390625,0.0,255.0,0.0,1.0
168,3,atrial flutter,0.79296875,0,0,0.0,0.48024909378195,0.20703125,0.0,203.0,0.0,53.0
169,3,atrial rhythm,0.99609375,0,0,0.0,0.9803921568627451,0.00390625,0.0,255.0,0.0,1.0
170,3,atrial tachycardia,0.99609375,0,0,0.0,0.5176470588235293,0.00390625,0.0,255.0,0.0,1.0
171,3,atrioventricular dissociation,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
172,3,atrioventricular junctional rhythm,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
173,3,atrioventricular reentrant tachycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
174,3,av block,0.99609375,0,0,0.0,0.996078431372549,0.00390625,0.0,255.0,0.0,1.0
175,3,blocked premature atrial contraction,0.9921875,0,0,0.0,0.3464566929133858,0.0078125,0.0,254.0,0.0,2.0
176,3,bradycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
177,3,brugada,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
178,3,bundle branch block,0.984375,0,0,0.0,0.6388888888888888,0.015625,0.0,252.0,0.0,4.0
179,3,clockwise or counterclockwise vectorcardiographic loop,0.96875,0,0,0.0,0.5625,0.03125,0.0,248.0,0.0,8.0
180,3,complete heart block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
181,3,complete left bundle branch block,0.9921875,0,0,0.0,0.17322834645669294,0.0078125,0.0,254.0,0.0,2.0
182,3,complete right bundle branch block,0.9609375,0,0,0.0,0.7951219512195122,0.0390625,0.0,246.0,0.0,10.0
183,3,decreased qt interval,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
184,3,early repolarization,0.98828125,0,0,0.0,0.4782608695652173,0.01171875,0.0,253.0,0.0,3.0
185,3,fusion beats,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
186,3,incomplete left bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
187,3,incomplete right bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
188,3,junctional escape,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
189,3,junctional premature complex,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
190,3,junctional tachycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
191,3,left anterior fascicular block,0.98046875,0,0,0.0,0.9107569721115537,0.01953125,0.0,251.0,0.0,5.0
192,3,left atrial enlargement,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
193,3,left atrial hypertrophy,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
194,3,left axis deviation,0.9609375,0,0,0.0,0.6691056910569105,0.0390625,0.0,246.0,0.0,10.0
195,3,left bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
196,3,left posterior fascicular block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
197,3,left ventricular high voltage,0.87890625,0,0,0.0,0.2217921146953405,0.12109375,0.0,225.0,0.0,31.0
198,3,left ventricular hypertrophy,0.98046875,0,0,0.0,0.4589641434262948,0.01953125,0.0,251.0,0.0,5.0
199,3,low qrs voltages,0.98046875,0,0,0.0,0.6900398406374502,0.01953125,0.0,251.0,0.0,5.0
200,3,mobitz type II atrioventricular block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
201,3,mobitz type i wenckebach atrioventricular block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
202,3,myocardial infarction,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
203,3,nonspecific intraventricular conduction disorder,0.9921875,0,0,0.0,0.4153543307086614,0.0078125,0.0,254.0,0.0,2.0
204,3,p wave change,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
205,3,pacing rhythm,0.96875,0,0,0.0,0.6255040322580645,0.03125,0.0,248.0,0.0,8.0
206,3,paroxysmal ventricular tachycardia,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
207,3,poor R wave Progression,0.98046875,0,0,0.0,0.6772908366533865,0.01953125,0.0,251.0,0.0,5.0
208,3,premature atrial contraction,0.96875,0,0,0.0,0.5922379032258065,0.03125,0.0,248.0,0.0,8.0
209,3,premature ventricular contractions,0.9765625,0,0,0.0,0.45333333333333337,0.0234375,0.0,250.0,0.0,6.0
210,3,prolonged P wave,0.99609375,0,0,0.0,0.3254901960784313,0.00390625,0.0,255.0,0.0,1.0
211,3,prolonged pr interval,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
212,3,prolonged qt interval,0.98828125,0,0,0.0,0.8629776021080369,0.01171875,0.0,253.0,0.0,3.0
213,3,qwave abnormal,0.95703125,0,0,0.0,0.7628942486085344,0.04296875,0.0,245.0,0.0,11.0
214,3,right atrial  high voltage,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
215,3,right atrial hypertrophy,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
216,3,right axis deviation,0.98828125,0,0,0.0,0.4137022397891963,0.01171875,0.0,253.0,0.0,3.0
217,3,right bundle branch block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
218,3,right ventricular hypertrophy,0.9921875,0,0,0.0,0.4606299212598425,0.0078125,0.0,254.0,0.0,2.0
219,3,s t changes,0.89453125,0,0,0.0,0.3660035581432961,0.10546875,0.0,229.0,0.0,27.0
220,3,shortened pr interval,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
221,3,sinoatrial block,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
222,3,sinus arrest,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
223,3,sinus arrhythmia,0.9375,0,0,0.0,0.44453125000000004,0.0625,0.0,240.0,0.0,16.0
224,3,sinus bradycardia,0.60546875,0,0,0.0,0.5549664643883743,0.39453125,0.0,155.0,0.0,101.0
225,3,sinus rhythm,0.80859375,0,0,0.0,0.5296263432909396,0.19140625,0.0,207.0,0.0,49.0
226,3,sinus tachycardia,0.85546875,0,0,0.0,0.45180797235591763,0.14453125,0.0,219.0,0.0,37.0
227,3,st depression,0.94921875,0,0,0.0,0.34029756251978477,0.05078125,0.0,243.0,0.0,13.0
228,3,st interval abnormal,0.98046875,0,0,0.0,0.5099601593625498,0.01953125,0.0,251.0,0.0,5.0
229,3,supraventricular premature beats,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
230,3,supraventricular tachycardia,0.99609375,0,0,0.0,0.4901960784313726,0.00390625,0.0,255.0,0.0,1.0
231,3,t wave abnormal,0.84375,0,0,0.0,0.5038194444444445,0.15625,0.0,216.0,0.0,40.0
232,3,t wave inversion,0.88671875,0,0,0.0,0.5137475315205833,0.11328125,0.0,227.0,0.0,29.0
233,3,tall p wave,0.99609375,0,0,0.0,0.9333333333333333,0.00390625,0.0,255.0,0.0,1.0
234,3,u wave abnormal,0.9921875,0,0,0.0,0.45866141732283466,0.0078125,0.0,254.0,0.0,2.0
235,3,ventricular escape beat,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
236,3,ventricular escape rhythm,0.99609375,0,0,0.0,1.0,0.00390625,0.0,255.0,0.0,1.0
237,3,ventricular fibrillation,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
238,3,ventricular flutter,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
239,3,wolff parkinson white pattern,1.0,0,0,0.0,,0.0,0.0,256.0,0.0,0.0
240,4,1st degree av block,0.98046875,0.0,0.0,0.0,0.43266932270916336,0.01953125,0.0,251.0,0.0,5.0
241,4,2nd degree av block,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
242,4,accelerated atrial escape rhythm,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
243,4,accelerated idioventricular rhythm,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
244,4,accelerated junctional rhythm,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
245,4,acute myocardial infarction,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
246,4,anterior myocardial infarction,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
247,4,atrial escape beat,0.99609375,0.0,0.0,0.0,0.5764705882352941,0.00390625,0.0,255.0,0.0,1.0
248,4,atrial flutter,0.2109375,0.3441558441558442,0.20784313725490197,1.0,0.58295380611581,0.7890625,53.0,1.0,202.0,0.0
249,4,atrial rhythm,0.99609375,0.0,0.0,0.0,0.9607843137254902,0.00390625,0.0,255.0,0.0,1.0
250,4,atrial tachycardia,0.99609375,0.0,0.0,0.0,0.5764705882352941,0.00390625,0.0,255.0,0.0,1.0
251,4,atrioventricular dissociation,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
252,4,atrioventricular junctional rhythm,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
253,4,atrioventricular reentrant tachycardia,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
254,4,av block,0.99609375,0.0,0.0,0.0,0.9647058823529412,0.00390625,0.0,255.0,0.0,1.0
255,4,blocked premature atrial contraction,0.9921875,0.0,0.0,0.0,0.3720472440944882,0.0078125,0.0,254.0,0.0,2.0
256,4,bradycardia,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
257,4,brugada,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
258,4,bundle branch block,0.984375,0.0,0.0,0.0,0.5178571428571428,0.015625,0.0,252.0,0.0,4.0
259,4,clockwise or counterclockwise vectorcardiographic loop,0.96875,0.0,0.0,0.0,0.5922379032258065,0.03125,0.0,248.0,0.0,8.0
260,4,complete heart block,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
261,4,complete left bundle branch block,0.9921875,0.0,0.0,0.0,0.07480314960629919,0.0078125,0.0,254.0,0.0,2.0
262,4,complete right bundle branch block,0.9609375,0.0,0.0,0.0,0.8252032520325203,0.0390625,0.0,246.0,0.0,10.0
263,4,decreased qt interval,1.0,0.0,0.0,0.0,,0.0,0.0,256.0,0.0,0.0
